"Date","Time","Course","Horse","EvP","E--B","BrP","B--M","MoP","E--M","NRs","Odds","E--SP","Finishing Position","UR1_Rank","Jockey","Trainer","dyLTO","UR1","DSLR","OR","dyHA","dyMR","dyAVG(X)","dyHC","dyMR(X)","dy2HA","dyAVG","TissueRating","PFR","TIS+PFR","Pace","Time","Distance","Race Type","Class","ClassNumber","DistanceInYards","JockeyClaim","Prize","Race","Fin Pos","UR2","UR3","UR4","Pounds","Form","Won Since","Plc Since","Runs Since","SR Since","Plc SR Since","P/L Since","Won Before","Plc Before","Runs Before","SR Before","Plc SR Before","Finished Races SR","P/L Before","VDW","Class LTO","New Class LTO","Value LTO","Pounds LTO","Distance LTO","Distance in Yards LTO","BSP_(Decimal)_LTO","SP_(Decimal)_LTO","PaceForm","Pace %","Draw","Age","Weight","History","#","Rating","Classifications","Course Characteristics","Qual","Tissue Odds","Tissue Numerical Odds","Min Age","Max Age","Hcap Limit","Runners","Orig_Runners","Main","Main Stats","Stats","Trn Stats","Jky Stats","TrnJky Stats","Hrs Stats","DSLR(F)","DSLR(J)","Colour","Sex","Dam","Sire","Equip","Pen","Draw IV","FWins","FRuns","fPRB","fPRB^2","50% Low SR","70% Low SR","PvSTot","PvSTotL3","50% High SR","12 Tick Higher SR","BSP","IR_Lowest","%DiffLOW","IR_Highest","Replay","%DiffHIGH","Sex","t7PRB","t14PRB","t28PRB","t56PRB","UR5","UR6","Numerical Odds","POSAFTUPG","CHGPOS","LTO_POSAFTUPG","LTO_CHGPOS"
"31/08/2026","16:00","Chepstow","Kaiko","81.00","25.00","101.00","0.00","101.00","25.00","NO","","0.00","","9","Laura Coughlan","Adrian Wintle","26","62","10","46","35","26","19","E","26","27","23","3","3","6","4","31/08/2026 16:00","7f 16y","Turf","F","6","1556","3","3768.00","Runtech Ltd Handicap (Div 2) (Class F)","","","","0.00","121","5960","0","0","0","0.00","0.00","0.00","0","0","4","0.00","0.00","0.00","-4.00","0.00","F","6","3454.00","126","7f 80y","1620","397.45","126.00","HLHH","9.00","7","3","8.9","","11","0","Hcap","Left - Galloping / Undulating","3yo+,55","66/1","66.00","3","","55","11","11","208","497","289","82","72","84","51","10","","b","f","Miss Academe","Kameko","","0","1.07","0","4","7.27","1.21","75.00","50.00","2","3","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Female","49.62","44.78","42.90","49.93","0.00","0.00","0.00","","","",""
"31/08/2026","16:00","Chepstow","Lady Margret","26.00","32.00","34.00","-15.15","29.00","12.00","NO","","0.00","","7","Myla Coppins","Tony Carroll","44","66","17","46","57","49","51","F","53","53","49","7","11","18","2","31/08/2026 16:00","7f 16y","Turf","F","6","1556","5","3768.00","Runtech Ltd Handicap (Div 2) (Class F)","","","","0.00","126","5670-8060","0","0","0","0.00","0.00","0.00","0","0","8","0.00","0.00","0.00","-8.00","0.00","F","6","3664.00","126","1m 2f 17y","2217","53.61","34.00","HLHH-HHPH","4.00","8","4","9.0","","7","0","Hcap","Left - Galloping / Undulating","3yo+,55","28/1","28.00","3","","55","11","11","225","532","307","87","81","82","57","17","","br","f","Samara Mara","Waldgeist","","0","1.43","0","8","22.41","8.27","37.50","12.50","6","1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Female","49.45","45.67","46.55","45.75","0.00","0.00","0.00","","","",""
"31/08/2026","16:00","Chepstow","A Rose Adaay","9.00","-12.50","8.00","-28.57","6.00","-37.50","NO","","0.00","","6","Mr Ben Ffrench Davis","G Harris","45","79","10","46","62","56","54","F","59","62","53","30","13","43","4","31/08/2026 16:00","7f 16y","Turf","F","6","1556","5","3768.00","Runtech Ltd Handicap (Div 2) (Class F)","","","","0.00","126","306-5353348","0","0","0","0.00","0.00","0.00","0","3","12","0.00","25.00","0.00","-12.00","0.00","F","6","3454.00","130","1m 2f","2200","11.34","9.00","PHH-HHHHPPH","9.00","11","4","9.0","","8","0","Hcap","Left - Galloping / Undulating","3yo+,55","6/1","6.00","3","","55","11","11","278","464","186","73","80","61","-28","10","","b","f","La Donacella","Adaay","p1","0","0.68","0","12","47.24","28.91","25.00","8.33","10","1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Female","53.90","52.94","48.92","50.93","0.00","0.00","0.00","","","",""
"31/08/2026","16:05","Epsom","Crystal Pier","13.00","0.00","13.00","33.33","17.00","33.33","NO","","0.00","","4","Hector Crouch","Ralph Beckett","37","129","42","77","64","51","47","D","41","64","50","32","11","43","4","31/08/2026 16:05","1m 2f 17y","Turf","D","4","2217","0","6281.00","Stanley Wootton Handicap (GBBPlus Race) (Class D)","","","","0.00","132","36353-1257","0","0","0","0.00","0.00","0.00","1","3","9","11.11","33.33","0.00","-3.00","39.78","D","4","10468.00","129","1m 2f","2200","26.23","21.00","HPLPP-HLHH","13.00","5","3","9.6","","8","0","Hcap","Left - Sharp / Undulating","3yo+,80","17/2","8.50","3","","80","10","10","225","525","300","91","94","93","22","42","","b","f","Pacific Angel","Palace Pier","t","0","0.86","1","9","47.00","34.43","11.11","11.11","-1","-1","100.00","100.00","1.00","0.00","0.00","0.00","NO","0.00","Female","62.27","52.84","56.08","55.54","0.00","0.00","0.00","","","7","0"
"31/08/2026","16:05","Epsom","Sail On Sailor","7.00","0.00","7.00","8.33","7.50","8.33","NO","","0.00","","9","Mr Joe Leavy","Simon Dow","58","49","39","66","65","55","52","E","57","60","52","21","37","58","0","31/08/2026 16:05","1m 2f 17y","Turf","D","4","2217","0","6281.00","Stanley Wootton Handicap (GBBPlus Race) (Class D)","","","","0.00","121","6497-231115","0","0","0","0.00","0.00","0.00","3","2","10","30.00","20.00","0.00","3.25","41.87","E","5","4449.00","131","1m","1760","3.70","3.50","PPHH-HHHHHH","0.00","1","3","8.9","CD  BF","10","0","Hcap","Left - Sharp / Undulating","3yo+,80","14/1","14.00","3","","80","10","10","243","540","297","63","76","72","86","39","","b","g","Mumtaza","Eqtidaar","","0","1.10","3","10","61.32","51.26","60.00","50.00","4","1","100.00","100.00","1.00","0.00","0.00","0.00","NO","0.00","Male","50.71","49.49","45.00","44.18","0.00","0.00","0.00","","","5","0"
"31/08/2026","16:05","Epsom","Trio","6.00","10.00","6.50","9.09","7.00","20.00","NO","","0.00","","1","Charles Bishop","Eve Johnson Houghton","63","204","17","79","68","54","61","E","63","65","56","40","48","88","6","31/08/2026 16:05","1m 2f 17y","Turf","D","4","2217","0","6281.00","Stanley Wootton Handicap (GBBPlus Race) (Class D)","","","","0.00","134","613-3357114","0","0","0","0.00","0.00","0.00","3","2","11","27.27","18.18","0.00","15.00","60.75","D","4","6019.00","132","1m 113y","1873","3.02","2.75","HPL-PLPHPPP","20.00","10","3","9.8","C","7","0","Hcap","Left - Sharp / Undulating","3yo+,80","13/2","6.50","3","","80","10","10","335","618","283","84","76","85","38","17","","b","f","Sibling","Territories","","0","1.23","3","11","64.82","50.63","45.45","45.45","3","1","33.33","100.00","1.00","0.00","0.00","0.00","NO","0.00","Female","51.61","53.20","52.02","51.39","0.00","0.00","0.00","","","",""
"31/08/2026","16:05","Epsom","Almekarem","4.00","11.00","4.33","5.11","4.50","16.67","NO","","0.00","","2","Dylan Hogan","Sir Mark Prescott Bt","74","191","19","80","74","62","70","D","69","69","57","40","53","93","8","31/08/2026 16:05","1m 2f 17y","Turf","D","4","2217","0","6281.00","Stanley Wootton Handicap (GBBPlus Race) (Class D)","","","","0.00","142","3109364-172","0","0","0","0.00","0.00","0.00","2","3","11","18.18","27.27","0.00","-1.60","39.33","D","4","5888.00","128","1m 1f 201y","2181","4.80","4.00","HPPHHPH-PPL","27.00","4","4","10.2","D","2","0","Hcap","Left - Sharp / Undulating","3yo+,80","13/2","6.50","3","","80","10","10","330","648","318","98","72","87","61","19","","b","g","Tarfasha","Kingman","","0","0.98","2","11","51.77","40.14","27.27","27.27","3","1","100.00","100.00","1.00","0.00","0.00","0.00","NO","0.00","Male","59.68","59.20","63.91","66.31","0.00","0.00","0.00","","","",""
"31/08/2026","16:10","Ripon","Glory Fighter","26.00","32.00","34.00","21.21","41.00","60.00","NO","","0.00","","7","David Nolan","Paul Midgley","54","87","24","66","75","61","52","D","54","74","60","18","11","29","10","31/08/2026 16:10","5f","Turf","E","5","1100","0","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","131","83-98315066","0","0","0","0.00","0.00","0.00","11","15","82","13.41","18.29","0.00","-11.58","51.60","E","5","3926.00","130","5f","1100","21.00","17.00","PH-HLLLPPLL","19.00","2","10","9.5","D","7","0","Hcap","Right - Sharp","3yo+,75","18/1","18.00","3","","75","9","9","237","501","264","78","77","85","24","24","","b","g","Isola Verde","Kyllachy","","0","0.88","10","78","50.88","36.25","33.33","26.92","24","-1","20.00","40.00","1.00","0.00","0.00","0.00","NO","0.00","Male","50.28","56.15","49.50","52.74","0.00","0.00","0.00","","","",""
"31/08/2026","16:19","Cartmel","Stratagem","8.00","0.00","8.00","7.14","8.50","7.14","NO","","0.00","","2","Mr J P Murray","Mickey Bowen","22","195","42","124","75","58","51","C","62","72","45","48","65","113","4","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","7","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","160","4-6P3143131","0","0","0","0.00","0.00","0.00","7","3","27","25.93","11.11","81.48","-5.28","45.76","E","4","4991.00","161","3m 1f 107y","5607","1.92","1.80","P-PLHHHHHPP","9.00","0","10","11.6","CD","6","0","Hcap-Cha","Left - Sharp","4yo+,135","5/1","5.00","4","","135","7","7","300","653","353","95","89","87","82","","42","gr","g","Our Ziga","Sunday Break","tpWS","0","0.00","7","27","56.25","44.76","40.74","25.93","5","3","14.29","28.57","1.00","0.00","0.00","0.00","NO","0.00","Male","67.19","65.43","58.71","54.42","0.00","0.00","0.00","","","1","0"
"31/08/2026","16:19","Cartmel","Tommie Beau","10.00","11.11","11.00","-30.00","8.00","-22.22","NO","","0.00","","4","Benjamin Macey","Seamus Mullins","57","146","44","127","81","65","65","C","68","78","57","32","49","81","8","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","5","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","163","27456-86124","0","0","0","0.00","0.00","0.00","15","10","55","27.27","18.18","92.59","9.70","90.50","C","3","15947.00","163","2m 6f 31y","4871","21.00","15.00","PPPPP-PPPPL","17.00","0","11","11.9","CD","4","0","Hcap-Cha","Left - Sharp","4yo+,135","8/1","8.00","4","","135","7","7","317","587","270","79","72","80","39","","44","b","g","Bajan Girl","Brian Boru","p","0","0.00","15","55","63.25","50.89","47.27","41.82","17","1","53.33","53.33","1.00","0.00","0.00","0.00","NO","0.00","Male","54.20","42.40","32.28","43.59","0.00","0.00","0.00","","","5","-1"
"31/08/2026","16:19","Cartmel","Breizh River","5.00","0.00","5.00","0.00","5.00","0.00","NO","","0.00","","1","Harry Reed","Tristan Davidson","75","263","44","131","80","60","73","B","75","76","56","73","77","150","10","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","0","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","167","33-12513213","0","0","0","0.00","0.00","0.00","6","10","29","20.69","34.48","92.31","6.63","146.83","A","1","42712.00","156","2m 5f 89y","4709","9.74","7.00","PP-LPPPPPLL","22.00","0","8","11.13","C","2","0","Hcap-Cha","Left - Sharp","4yo+,135","3/1","3.00","4","","135","7","7","353","681","328","86","87","89","66","","44","b","g","Ilerda","Stormy River","tvWS","0","0.00","6","29","66.89","54.65","44.83","27.59","7","1","33.33","50.00","1.00","0.00","0.00","0.00","NO","0.00","Male","59.37","67.88","62.37","64.38","0.00","0.00","0.00","","","3","0"
"31/08/2026","16:19","Cartmel","Fairlawn Flyer","8.50","-26.67","6.50","-27.27","5.00","-46.67","NO","","0.00","","3","Sean Bowen","Mickey Bowen","61","153","55","112","71","58","62","C","61","70","46","17","35","52","6","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","0","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","148","11123P-4343","0","0","0","0.00","0.00","0.00","11","2","38","28.95","5.26","83.33","22.15","65.78","E","4","4700.00","155","3m 10y","5290","6.56","5.50","HPPHPH-HPLH","13.00","0","10","10.8","CD","7","0","Hcap-Cha","Left - Sharp","4yo+,135","16/1","16.00","4","","135","7","7","265","598","333","95","97","90","51","","55","b","g","She's Our Native","Dr Massini","pWS1","0","0.00","11","38","54.60","43.47","36.84","31.58","8","1","63.64","63.64","1.00","0.00","0.00","0.00","NO","0.00","Male","67.19","65.43","58.71","54.42","0.00","0.00","0.00","","","3","0"
"31/08/2026","16:25","Southwell","Taradif","11.00","20.00","13.00","33.33","17.00","60.00","NO","","0.00","","8","Sean Levey","Jessica Macey","51","62","16","69","59","55","55","E","55","51","55","15","22","37","2","31/08/2026 16:25","1m 13y","A/W","E","5","1773","0","4397.00","Southwell Racecourse Conference & Events Handicap (Div 2) (Class E)","","","","0.00","134","73","0","0","0","0.00","0.00","0.00","0","0","2","0.00","0.00","0.00","-2.00","0.00","E","5","4397.00","135","7f 213y","1753","36.00","23.00","HP","7.00","5","3","9.8","","2","0","Hcap","Left - Sharp","3yo,70","14/1","14.00","3","3","70","9","9","268","579","311","67","88","75","81","16","","b","g","Lawahed","Lope De Vega","t","0","1.23","0","2","50.00","27.78","50.00","50.00","2","2","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","95.00","88.33","57.67","66.19","0.00","0.00","0.00","","","",""
"31/08/2026","16:25","Southwell","Roi De Coeur","3.50","-20.00","3.00","12.50","3.25","-10.00","NO","","0.00","","1","Marco Ghiani","Marco Botti","59","359","21","70","67","58","59","F","59","65","58","37","46","83","10","31/08/2026 16:25","1m 13y","A/W","E","5","1773","0","4397.00","Southwell Racecourse Conference & Events Handicap (Div 2) (Class E)","","","","0.00","135","765125","0","0","0","0.00","0.00","0.00","1","0","6","16.67","0.00","0.00","2.00","31.40","E","5","4187.00","132","1m","1760","3.60","3.00","PPPPLL","33.00","9","3","9.9","D  BF","1","0","Hcap","Left - Sharp","3yo,70","5/1","5.00","3","3","70","9","9","353","730","377","90","91","98","98","21","","b","g","Dame De Coeur","City Light","","0","0.61","1","6","58.00","42.91","33.33","16.67","-2","-1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","20.19","62.60","65.85","59.76","0.00","0.00","0.00","","","",""
"31/08/2026","16:19","Cartmel","Grand Clermont","5.50","11.11","6.00","0.00","6.00","11.11","NO","","0.00","","5","Mr Rian Corcoran","David Pipe","69","143","36","132","74","65","71","C","72","72","63","41","56","97","4","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","5","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","168","612412","0","0","0","0.00","0.00","0.00","2","2","6","33.33","33.33","100.00","7.50","66.02","B","2","11759.00","158","3m 10y","5290","5.50","4.50","PPHHPP","9.00","0","10","12.0","","1","0","Hcap-Cha","Left - Sharp","4yo+,135","6/1","6.00","4","","135","7","7","331","636","305","83","84","86","52","","36","ch","g","Flo De Clermont","Maresca Sorrento","t","0","0.00","2","6","78.77","67.89","66.67","50.00","2","1","0.00","50.00","1.00","0.00","0.00","0.00","NO","0.00","Male","39.52","50.25","53.13","57.38","0.00","0.00","0.00","","","",""
"31/08/2026","16:19","Cartmel","Tamarind Bay","5.00","0.00","5.00","0.00","5.00","0.00","NO","","0.00","","7","James Bowen","Mickey Bowen","0","80","16","128","76","60","66","C","57","73","55","27","46","73","6","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","0","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","164","3P423-2311U","0","0","0","0.00","0.00","0.00","2","8","18","11.11","44.44","86.67","-13.13","57.46","C","3","7922.00","164","2m 4f 20y","4420","2.30","2.20","PHPPL-HHPPP","13.00","0","6","11.10","BF","3","0","Hcap-Cha","Left - Sharp","4yo+,135","10/1","10.00","4","","135","7","7","273","566","293","95","84","80","34","","16","b","g","Tempest River","Elusive Pimpernel","","0","0.00","2","18","64.58","50.20","22.22","16.67","0","1","0.00","50.00","1.00","0.00","0.00","0.00","NO","0.00","Male","67.19","65.43","58.71","54.42","0.00","0.00","0.00","","","",""
"31/08/2026","16:10","Ripon","Happier","7.00","16.67","8.00","21.43","9.50","41.67","NO","","0.00","","8","Harry Vigors","Martin Keighley","66","82","13","61","71","56","64","F","66","67","56","32","50","82","4","31/08/2026 16:10","5f","Turf","E","5","1100","5","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","126","926-0496112","0","0","0","0.00","0.00","0.00","5","8","40","12.50","20.00","0.00","-22.88","36.38","F","6","4711.00","128","6f 1y","1321","4.18","4.00","PHP-HPHPPHP","7.00","4","6","9.0","D","9","0","Hcap","Right - Sharp","3yo+,75","9/1","9.00","3","","75","9","9","269","538","269","79","83","72","35","13","","b","m","Joy For Life","Profitable","","0","1.35","5","40","56.41","41.30","27.50","17.50","14","3","0.00","40.00","1.00","0.00","0.00","0.00","NO","0.00","Female","100.00","69.64","66.23","56.11","0.00","0.00","0.00","","","",""
"31/08/2026","16:10","Ripon","Canaria Queen","7.50","0.00","7.50","-15.38","6.50","-15.38","NO","","0.00","","5","Duran Fentiman","Tim Easterby","67","145","5","67","71","60","64","D","65","67","58","30","27","57","4","31/08/2026 16:10","5f","Turf","E","5","1100","0","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","132","1221552822","0","0","0","0.00","0.00","0.00","8","13","51","15.69","25.49","0.00","-6.92","37.01","D","4","5234.00","123","5f","1100","6.20","5.50","PPPPPLPHPP","7.00","1","6","9.6","CD","5","0","Hcap","Right - Sharp","3yo+,75","10/1","10.00","3","","75","9","9","275","537","262","79","63","69","51","5","","bl","m","Gran Canaria Queen","Pastoral Pursuits","p","0","0.96","8","51","61.80","46.51","41.18","29.41","7","1","25.00","37.50","1.00","0.00","0.00","0.00","NO","0.00","Female","58.96","48.90","49.47","48.23","0.00","0.00","0.00","","","",""
"31/08/2026","16:10","Ripon","Betweenthesticks","15.00","28.57","19.00","-11.11","17.00","14.29","NO","","0.00","","6","James Sullivan","Ruth Carr","57","98","14","66","74","60","61","E","61","72","59","28","10","38","4","31/08/2026 16:10","5f","Turf","E","5","1100","0","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","131","7-112962346","0","0","0","0.00","0.00","0.00","10","20","65","15.38","30.77","0.00","29.25","43.45","E","5","4187.00","138","5f","1100","12.50","9.00","P-PLLPPPPPH","7.00","3","6","9.5","D","6","0","Hcap","Right - Sharp","3yo+,75","11/1","11.00","3","","75","9","9","243","491","248","79","76","76","17","14","","b","g","Jollyhockeysticks","Captain Gerrard","pWS","0","0.56","10","65","56.40","44.08","36.92","24.62","3","-1","20.00","30.00","1.00","0.00","0.00","0.00","NO","0.00","Male","54.39","50.90","50.99","52.65","0.00","0.00","0.00","","","",""
"31/08/2026","16:10","Ripon","Rock Of England","4.00","-16.67","3.50","0.00","3.50","-16.67","NO","","0.00","","3","Oisin Murphy","Paul Midgley","62","161","17","75","72","60","67","D","68","70","59","41","40","81","4","31/08/2026 16:10","5f","Turf","E","5","1100","0","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","140","43-91312144","0","0","0","0.00","0.00","0.00","7","9","42","16.67","21.43","0.00","4.25","51.41","D","4","5234.00","131","5f","1100","15.50","13.00","PH-PPPLPPPH","7.00","7","6","10.0","CD","2","0","Hcap","Right - Sharp","3yo+,75","7/1","7.00","3","","75","9","9","319","611","292","78","98","84","32","17","","ch","g","Miss Fay","Unfortunately","WS","0","1.27","7","42","57.20","43.72","35.71","26.19","8","3","28.57","28.57","1.00","0.00","0.00","0.00","NO","0.00","Male","50.28","56.15","49.50","52.74","0.00","0.00","0.00","","","",""
"31/08/2026","16:19","Cartmel","Caughtinyourtrance","4.33","-9.91","4.00","-25.00","3.25","-32.43","NO","","0.00","","6","Brian Hughes","James Moffatt","59","132","44","125","77","63","57","E","59","75","55","50","47","97","8","31/08/2026 16:19","3m 1f 107y","Chase","C","3","5607","0","13018.00","Wicks Group Cavendish Cup Handicap Chase (GBB Race) (Class C)","","","","0.00","161","2-P623P2211","0","0","0","0.00","0.00","0.00","4","5","19","21.05","26.32","88.24","-2.42","72.13","C","3","15947.00","163","2m 6f 31y","4871","7.24","5.50","L-LPLPPPLPP","17.00","0","7","11.7","CD","5","0","Hcap-Cha","Left - Sharp","4yo+,135","5/1","5.00","4","","135","7","7","302","632","330","81","83","88","78","","44","b","g","Loyalty Card","Ocovango","tpWS","0","0.00","4","19","60.64","48.15","42.11","36.84","7","3","100.00","100.00","1.00","0.00","0.00","0.00","NO","0.00","Male","51.84","51.84","51.84","51.92","0.00","0.00","0.00","","","1","0"
"31/08/2026","16:10","Ripon","Marajito","11.00","20.00","13.00","33.33","17.00","60.00","NO","","0.00","","9","O McSweeney","Tim Easterby","52","67","9","66","65","58","59","E","60","65","56","43","17","60","8","31/08/2026 16:10","5f","Turf","E","5","1100","0","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","131","800-5165427","0","0","0","0.00","0.00","0.00","2","3","19","10.53","15.79","0.00","3.50","41.88","E","5","4187.00","133","5f 217y","1317","14.00","12.00","HPH-PPHPPPL","15.00","6","4","9.5","CD","8","0","Hcap","Right - Sharp","3yo+,75","13/2","6.50","3","","75","9","9","266","573","307","79","79","88","61","9","","b","f","Midnight Mojito","Ardad","","0","0.88","2","19","47.75","32.43","31.58","26.32","11","1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Female","58.96","48.90","49.47","48.23","0.00","0.00","0.00","","","",""
"31/08/2026","16:10","Ripon","Our Absent Friends","8.00","-35.71","5.50","44.44","7.50","-7.14","NO","","0.00","","1","Jason Hart","Tristan Davidson","61","275","5","75","75","60","62","E","61","71","58","42","42","84","8","31/08/2026 16:10","5f","Turf","E","5","1100","0","4711.00","Book Online At ripon-races.co.uk Handicap (Class E)","","","","0.00","140","2063791915","0","0","0","0.00","0.00","0.00","9","12","60","15.00","20.00","0.00","51.25","52.21","D","4","5234.00","126","5f","1100","4.48","4.33","PLPLHPLPLP","15.00","9","8","10.0","CD  BF","1","0","Hcap","Right - Sharp","3yo+,75","7/1","7.00","3","","75","9","9","329","650","321","98","93","85","45","5","","ch","g","Practicallyperfect","Camacho","WS","0","1.21","9","60","51.80","39.06","38.33","30.00","2","1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","59.37","67.88","62.37","64.38","0.00","0.00","0.00","","","",""
"31/08/2026","16:00","Chepstow","It's A Mugs Game","23.00","27.27","29.00","17.86","34.00","50.00","NO","","0.00","","8","Taylor Fisher","J Tickle","38","64","19","52","55","43","45","E","43","43","45","9","14","23","4","31/08/2026 16:00","7f 16y","Turf","F","6","1556","0","3768.00","Runtech Ltd Handicap (Div 2) (Class F)","","","","0.00","127","0-46","0","0","0","0.00","0.00","0.00","0","0","3","0.00","0.00","0.00","-3.00","0.00","D","4","5400.00","133","6f","1320","250.00","81.00","H-PP","9.00","4","3","9.1","","6","0","Hcap","Left - Galloping / Undulating","3yo+,55","22/1","22.00","3","","55","11","11","244","551","307","83","77","78","69","19","","b","g","Lucky To Be Heer","Mattmu","","0","0.89","0","3","22.22","6.59","33.33","33.33","1","1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","47.32","52.45","52.94","55.66","0.00","0.00","0.00","","","",""
"31/08/2026","15:51","Southwell","Mayflower Billy","9.50","-11.76","8.50","20.00","10.00","5.88","NO","","0.00","","5","Sean Levey","Jessica Macey","61","83","60","67","61","52","55","E","54","60","51","10","7","17","6","31/08/2026 15:51","1m 13y","A/W","E","5","1773","0","4397.00","Southwell Racecourse Conference & Events Handicap (Div 1) (Class E)","","","","0.00","132","0-48256","0","0","0","0.00","0.00","0.00","0","1","6","0.00","16.67","0.00","-6.00","0.00","E","5","4711.00","134","1m 75y","1835","14.67","12.00","H-HPPPP","18.00","9","3","9.6","","4","0","Hcap","Left - Sharp","3yo,70","13/1","13.00","3","3","70","10","10","255","557","302","64","91","75","72","60","","ch","g","Darrfonah","Tasleet","p","0","0.61","0","6","37.74","24.87","66.67","33.33","4","1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","95.00","88.33","57.67","66.19","0.00","0.00","0.00","","","3","3"
"31/08/2026","15:51","Southwell","Wield","29.00","0.00","29.00","0.00","29.00","0.00","NO","","0.00","","4","Luke Morris","Joseph Parr","55","90","11","70","61","55","51","D","55","56","53","21","12","33","4","31/08/2026 15:51","1m 13y","A/W","E","5","1773","0","4397.00","Southwell Racecourse Conference & Events Handicap (Div 1) (Class E)","","","","0.00","135","4-32507","0","0","0","0.00","0.00","0.00","0","1","6","0.00","16.67","0.00","-6.00","0.00","E","5","5234.00","135","1m","1760","150.00","101.00","P-LLPHP","12.00","6","3","9.9","","1","0","Hcap","Left - Sharp","3yo,70","6/1","6.00","3","3","70","10","10","299","632","333","87","85","87","74","11","","b","g","Deliberate","Showcasing","t1","0","0.98","0","6","29.29","19.08","33.33","0.00","2","3","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","0.00","52.38","47.06","48.48","0.00","0.00","0.00","","","",""
"31/08/2026","15:51","Southwell","Legacy Rock","5.50","-11.11","5.00","0.00","5.00","-11.11","NO","","0.00","","2","Billy Loughnane","Dr Richard Newland","61","175","11","69","65","58","61","F","61","63","57","22","32","54","4","31/08/2026 15:51","1m 13y","A/W","E","5","1773","0","4397.00","Southwell Racecourse Conference & Events Handicap (Div 1) (Class E)","","","","0.00","134","506-9411266","0","0","0","0.00","0.00","0.00","2","1","10","20.00","10.00","0.00","-0.25","53.39","E","5","5234.00","125","1m","1760","11.00","10.00","HHP-HPPPHHL","12.00","10","3","9.8","D","3","0","Hcap","Left - Sharp","3yo,70","11/2","5.50","3","3","70","10","10","346","655","309","82","95","81","51","11","","b","g","Rich Legacy","Kameko","t","0","1.09","2","10","49.56","36.13","30.00","20.00","-2","-3","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","38.35","37.35","42.43","41.99","0.00","0.00","0.00","","","",""
"31/08/2026","15:51","Southwell","Test Run","9.00","25.00","11.00","80.00","19.00","125.00","NO","","0.00","","9","Shay Farmer","Michael Easterby","40","25","30","65","54","41","45","B","41","41","45","0","3","3","2","31/08/2026 15:51","1m 13y","A/W","E","5","1773","5","4397.00","Southwell Racecourse Conference & Events Handicap (Div 1) (Class E)","","","","0.00","130","4-54","0","0","0","0.00","0.00","0.00","0","0","3","0.00","0.00","0.00","-3.00","0.00","D","4","5400.00","130","7f 218y","1758","58.50","34.00","H-HP","6.00","3","3","9.4","","7","0","Hcap","Left - Sharp","3yo,70","","0.00","3","3","70","10","10","228","526","298","78","60","79","81","30","","b","g","Ronja","Time Test","","0","1.06","0","3","37.22","18.23","66.67","33.33","-1","-1","0.00","0.00","1.00","0.00","0.00","0.00","NO","0.00","Male","43.66","51.33","48.08","46.49","0.00","0.00","0.00","","","",""
