"Date","Time","Course","Horse","EvP","E--B","BrP","B--M","MoP","E--M","NRs","Odds","E--SP","Finishing Position","UR1_Rank","Jockey","Trainer","dyLTO","UR1","DSLR","OR","dyHA","dyMR","dyAVG(X)","dyHC","dyMR(X)","dy2HA","dyAVG","TissueRating","PFR","TIS+PFR","Pace","Time","Distance","Race Type","Class","ClassNumber","DistanceInYards","JockeyClaim","Prize","Race","Fin Pos","UR2","UR3","UR4","Pounds","Form","Won Since","Plc Since","Runs Since","SR Since","Plc SR Since","P/L Since","Won Before","Plc Before","Runs Before","SR Before","Plc SR Before","Finished Races SR","P/L Before","VDW","Class LTO","New Class LTO","Value LTO","Pounds LTO","Distance LTO","Distance in Yards LTO","BSP_(Decimal)_LTO","SP_(Decimal)_LTO","PaceForm","Pace %","Draw","Age","Weight","History","#","Rating","Classifications","Course Characteristics","Qual","Tissue Odds","Tissue Numerical Odds","Min Age","Max Age","Hcap Limit","Runners","Orig_Runners","Main","Main Stats","Stats","Trn Stats","Jky Stats","TrnJky Stats","Hrs Stats","DSLR(F)","DSLR(J)","Colour","Sex","Dam","Sire","Equip","Pen","Draw IV","FWins","FRuns","fPRB","fPRB^2","50% Low SR","70% Low SR","PvSTot","PvSTotL3","50% High SR","12 Tick Higher SR","BSP","IR_Lowest","%DiffLOW","IR_Highest","Replay","%DiffHIGH","Sex","t7PRB","t14PRB","t28PRB","t56PRB","UR5","UR6","Numerical Odds","POSAFTUPG","CHGPOS","LTO_POSAFTUPG","LTO_CHGPOS"
"30/08/2026","15:00","Cork","Res Ipsa","6.50","0.00","6.50","0.00","6.50","0.00","YES","9/2","-18.18","4","2","Colin Keane","G M Lyons","55","160","48","93","66","54","58","D","55","55","57","33","49","82","6","30/08/2026 15:00","7f","Turf","D","4","1540","0","10800.00","Glenvale Stud Conditions Race (Class D)","4","","","0.00","135","6-212","0","0","0","0.00","0.00","0.00","1","1","4","25.00","25.00","0.00","-2.80","90.00","D","4","13200.00","135","1m 20y","1780","1.57","1.57","H-PPP","17.00","8","3","9.9","BF","7","64","Con","Right - Easy","3yo+","6/1","6.00","3","","","8","9","288","652","364","94","97","94","79","48","","gr","c","Red Impression","Frankel","t","0","1.21","1","4","68.75","53.91","50.00","50.00","0","1","100.00","100.00","6.94","1000.00","14309.22","1000.00","YES","14309.22","Male","74.11","56.68","56.26","59.32","0.00","0.00","4.50","","","",""
"30/08/2026","15:00","Cork","Felix Guido","17.00","0.00","17.00","0.00","17.00","0.00","YES","66/1","312.50","3","5","S A Wallace","Joseph Patrick O'Brien","46","101","125","86","46","46","46","B","46","","46","14","15","29","2","30/08/2026 15:00","7f","Turf","D","4","1540","7","10800.00","Glenvale Stud Conditions Race (Class D)","3","","","0.00","130","0","0","0","0","0.00","0.00","0.00","0","0","1","0.00","0.00","0.00","-1.00","0.00","B","2","30000.00","130","1m","1760","6.37","5.50","P","6.00","2","3","9.4","","2","65","Con","Right - Easy","3yo+","16/1","16.00","3","","","8","9","221","501","280","90","75","64","51","125","","b","c","Rare","Starspangledbanner","t1","0","1.04","0","1","0.00","0.00","0.00","0.00","-1","-1","0.00","0.00","168.24","90.00","-46.50","290.00","YES","72.37","Male","47.67","58.96","54.91","60.83","0.00","0.00","66.00","","","",""
"30/08/2026","15:00","Cork","Bamako Beach","3.50","-20.00","3.00","-18.50","2.63","-34.80","YES","11/8 (F)","-45.00","1","3","Seamie Heffernan","M D O'Callaghan","69","148","53","102","72","70","71","A","72","72","68","22","52","74","6","30/08/2026 15:00","7f","Turf","D","4","1540","0","10800.00","Glenvale Stud Conditions Race (Class D)","1","","","0.00","135","2-271","0","0","0","0.00","0.00","0.00","1","2","4","25.00","50.00","0.00","-2.64","90.00","E","5","9000.00","134","7f","1540","1.37","1.36","P-PHL","17.00","6","3","9.9","D","6","76","Con","Right - Easy","3yo+","10/1","10.00","3","","","8","9","306","627","321","80","79","82","80","53","","b","c","Joyous","Sands Of Mali","","0","0.35","1","4","77.31","69.00","50.00","50.00","4","3","0.00","0.00","2.28","1.01","-55.70","3.00","YES","31.58","Male","51.37","60.76","60.07","58.90","0.00","0.00","1.38","","","",""
"30/08/2026","15:00","Cork","Bold Style","13.00","-8.33","12.00","0.00","12.00","-8.33","YES","25/1","108.33","5","7","Andrew Slattery","Andrew Slattery","50","59","48","92","70","57","55","A","50","66","57","0","20","20","4","30/08/2026 15:00","7f","Turf","D","4","1540","0","10800.00","Glenvale Stud Conditions Race (Class D)","5","","","0.00","136","21/326-3","0","0","0","0.00","0.00","0.00","1","1","6","16.67","16.67","0.00","-3.90","135.00","D","4","13200.00","144","1m 20y","1780","12.00","9.50","PP/LLH-H","11.00","3","5","9.10","","3","64","Con","Right - Easy","3yo+","","0.00","3","","","8","9","255","507","252","71","78","76","27","48","","b","g","La Rosetta","Shamardal","","0","0.87","1","6","52.78","43.57","33.33","16.67","0","1","0.00","0.00","44.00","38.00","-13.64","320.00","YES","627.27","Male","71.15","58.76","59.29","51.14","0.00","0.00","25.00","","","",""
"30/08/2026","15:00","Cork","Inventor","126.00","20.00","151.00","0.00","151.00","20.00","YES","500/1","300.00","8","8","Adam Lynch","Gillian Scott","53","17","847","0","69","55","57","E","56","64","53","0","1","1","0","30/08/2026 15:00","7f","Turf","D","4","1540","10","10800.00","Glenvale Stud Conditions Race (Class D)","8","","","0.00","126","2470/00660/0-","0","0","0","0.00","0.00","0.00","2","3","25","8.00","12.00","0.00","-11.25","64.50","F","6","6300.00","127","5f 160y","1260","15.93","13.00","HHHP/HHPHH/H-","0.00","4","9","9.0","","5","32","Con","Right - Easy","3yo+","","0.00","3","","","8","9","218","459","241","67","65","72","37","847","","b","g","Patent Joy","Invincible Spirit","","0","2.08","2","25","55.65","37.88","32.00","12.00","-1","-3","0.00","0.00","1000.00","1000.00","0.00","1000.00","YES","0.00","Male","88.89","52.14","61.78","57.19","0.00","0.00","500.00","","","",""
"30/08/2026","15:00","Cork","Bella Isabella","5.50","33.33","7.00","-25.00","5.50","0.00","YES","9/2","0.00","6","4","Chris Hayes","D K Weld","65","139","52","94","76","64","70","C","69","69","61","40","55","95","6","30/08/2026 15:00","7f","Turf","D","4","1540","0","10800.00","Glenvale Stud Conditions Race (Class D)","6","","","0.00","131","0/213607-015","0","0","0","0.00","0.00","0.00","2","2","10","20.00","20.00","0.00","7.50","111.00","A","1","42000.00","135","7f 50y","1590","6.00","5.50","H/HPPHHH-PHL","17.00","1","4","9.5","CD","9","60","Con","Right - Easy","3yo+","5/1","5.00","3","","","8","9","306","633","327","80","85","88","74","52","","b","f","Carla Bianca","Wootton Bassett","","0","1.21","2","10","53.77","41.95","40.00","20.00","4","1","50.00","0.00","8.20","8.00","-2.44","1000.00","YES","12095.12","Female","67.71","57.12","61.30","59.31","0.00","0.00","4.50","","","",""
"30/08/2026","15:00","Cork","Benevento","5.50","0.00","5.50","-11.11","5.00","-11.11","YES","5/2 (2F)","-44.44","2","1","W J Lee","Robson Aguiar","73","256","23","98","73","68","66","E","69","73","65","50","60","110","10","30/08/2026 15:00","7f","Turf","D","4","1540","0","10800.00","Glenvale Stud Conditions Race (Class D)","2","","","0.00","140","214/4004-731","0","0","0","0.00","0.00","0.00","3","1","11","27.27","9.09","0.00","11.00","171.11","E","5","10800.00","138","1m","1760","11.50","9.00","PPP/PHPP-PLL","28.00","5","4","10.0","D","1","73","Con","Right - Easy","3yo+","7/2","3.50","3","","","8","9","351","698","347","84","96","88","79","23","","b","g","Pollyana","Wootton Bassett","","0","1.73","3","11","58.54","47.25","36.36","27.27","3","1","0.00","0.00","4.00","1.51","-62.25","1000.00","YES","24900.00","Male","69.85","56.86","55.68","48.00","0.00","0.00","2.50","","","",""
"30/08/2026","15:10","Goodwood","Light Of Dawn","6.00","10.00","6.50","0.00","6.50","10.00","YES","4/1","-20.00","1","3","James Doyle","K R Burke","67","159","72","99","67","60","60","A","60","54","60","44","53","97","0","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","1","","","0.00","128","13","0","0","0","0.00","0.00","0.00","1","1","2","50.00","50.00","0.00","-0.17","216.00","A","1","70888.00","128","6f","1320","17.14","12.00","HH","0.00","8","2","9.2","","6","67","Fil-Gp3","Right - Sharp / Undulating","2yo","5/1","5.00","2","2","","8","10","295","590","295","83","72","86","54","72","","b","f","An Ghalanta","Showcasing","","0","0.95","1","2","95.83","92.01","100.00","100.00","2","2","0.00","100.00","5.41","1.01","-81.33","5.20","YES","-3.88","Female","65.36","53.96","55.47","56.20","0.00","0.00","4.00","","","3","0"
"30/08/2026","15:10","Goodwood","Eabha","29.00","-10.71","26.00","-12.00","23.00","-21.43","YES","18/1","-35.71","2","8","Charles Bishop","Eve Johnson Houghton","49","67","15","86","70","56","59","D","60","60","58","17","57","74","4","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","2","","","0.00","128","33113","0","0","0","0.00","0.00","0.00","2","1","5","40.00","20.00","0.00","5.30","55.47","C","3","7989.00","135","7f","1540","1.53","1.50","HPHPP","11.00","4","2","9.2","D  BF","5","66","Fil-Gp3","Right - Sharp / Undulating","2yo","14/1","14.00","2","2","","8","10","263","521","258","69","58","69","62","15","","b","f","Ebeliya","Space Blues","","0","1.34","2","5","78.36","65.59","60.00","40.00","1","1","100.00","100.00","24.00","2.64","-89.00","1000.00","YES","4066.67","Female","53.41","54.25","52.40","51.58","0.00","0.00","18.00","","","",""
"30/08/2026","15:10","Goodwood","Coaxed","5.50","22.22","6.50","27.27","8.00","55.56","YES","8/1","77.78","3","5","William Buick","John Gosden","57","93","18","0","57","57","57","C","57","","57","0","55","55","4","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","3","","","0.00","128","1","0","0","0","0.00","0.00","0.00","1","0","1","100.00","0.00","0.00","4.50","70.20","C","3","7020.00","128","7f","1540","6.94","5.50","L","11.00","2","2","9.2","D","4","65","Fil-Gp3","Right - Sharp / Undulating","2yo","","0.00","2","2","","8","10","261","562","301","92","93","90","26","18","","b","f","Persuasive","Baaeed","","0","1.98","1","1","100.00","100.00","100.00","100.00","1","1","0.00","0.00","9.79","10.50","7.25","1000.00","YES","10114.50","Female","77.61","57.38","61.47","64.17","0.00","0.00","8.00","","","",""
"30/08/2026","15:10","Goodwood","Siena Storm","13.00","-29.17","9.50","-11.76","8.50","-37.50","YES","100/30 (2F)","-72.25","4","7","Kieran Shoemark","Ed Walker","65","74","17","83","65","65","65","B","65","65","65","20","46","66","2","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","4","","","0.00","128","41","0","0","0","0.00","0.00","0.00","1","0","2","50.00","0.00","0.00","-0.60","206.16","B","2","20616.00","128","1m","1760","1.47","1.40","HP","6.00","6","2","9.2","","10","64","Fil-Gp3","Right - Sharp / Undulating","2yo","12/1","12.00","2","2","","8","10","279","536","257","82","74","81","20","17","","b","f","Sous Les Etoiles","Night Of Thunder","","0","0.82","1","2","87.50","78.13","100.00","100.00","2","2","0.00","0.00","4.50","4.70","4.44","1000.00","YES","22122.22","Female","56.21","54.81","51.08","55.46","0.00","0.00","3.33","","","",""
"30/08/2026","15:10","Goodwood","Bayside View","5.00","12.50","5.50","-11.11","5.00","0.00","YES","11/4 (F)","-31.25","6","2","Oisin Murphy","Michael Bell","72","162","38","94","72","66","64","A","66","66","64","38","72","110","8","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","6","","","0.00","128","212","0","0","0","0.00","0.00","0.00","1","2","3","33.33","66.67","0.00","-1.56","216.00","A","1","31190.00","128","7f","1540","3.60","3.25","LLH","22.00","5","2","9.2","D","3","61","Fil-Gp3","Right - Sharp / Undulating","2yo","11/2","5.50","2","2","","8","10","322","626","304","71","90","87","56","38","","b","f","Enlace","Bayside Boy","","0","1.42","1","3","88.57","79.16","66.67","66.67","3","3","0.00","0.00","4.40","5.40","22.73","1000.00","YES","22627.27","Female","67.13","52.17","47.15","44.33","0.00","0.00","2.75","","","2","0"
"30/08/2026","15:10","Goodwood","Apollo's Comet","12.00","9.09","13.00","33.33","17.00","45.45","YES","14/1","27.27","7","6","Billy Loughnane","Mrs John Harrington","51","77","73","0","54","52","52","D","52","51","52","10","47","57","2","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","7","","","0.00","128","31","0","0","0","0.00","0.00","0.00","1","1","2","50.00","50.00","0.00","1.00","180.00","E","5","18000.00","128","7f 45y","1585","3.23","3.00","HP","6.00","3","2","9.2","D","2","59","Fil-Gp3","Right - Sharp / Undulating","2yo","25/1","25.00","2","2","","8","10","224","497","273","58","90","63","62","73","","ro","f","Maggie's Delight","Mehmas","","0","1.16","1","2","87.50","78.13","50.00","50.00","2","2","100.00","100.00","19.00","15.00","-21.05","1000.00","YES","5163.16","Female","45.66","56.94","51.33","49.94","0.00","0.00","14.00","","","",""
"30/08/2026","15:10","Goodwood","Aperoll","5.00","0.00","5.00","25.00","6.00","25.00","YES","9/2","12.50","5","1","P J Dobbs","Richard Hannon","72","275","38","95","72","67","66","A","67","67","66","50","81","131","10","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","5","","","0.00","128","131","0","0","0","0.00","0.00","0.00","2","1","3","66.67","33.33","0.00","2.88","188.35","A","1","31190.00","128","7f","1540","2.70","2.63","PLL","28.00","7","2","9.2","D","1","62","Fil-Gp3","Right - Sharp / Undulating","2yo","4/1","4.00","2","2","","8","10","347","660","313","71","81","71","90","38","","ch","f","Rue Cambon","Ghaiyyath","","0","1.03","2","3","94.87","90.53","100.00","66.67","3","3","50.00","100.00","6.20","4.70","-24.19","160.00","YES","2480.65","Female","59.46","55.55","49.19","51.04","0.00","0.00","4.50","","","1","0"
"30/08/2026","15:10","Goodwood","Redline","26.00","-12.00","23.00","0.00","23.00","-12.00","YES","25/1","0.00","8","4","Rossa Ryan","Charlie Johnston","62","140","55","79","62","58","58","D","58","54","58","12","54","66","6","30/08/2026 15:10","7f","Turf","A","1","1540","0","56710.00","Virgin Bet Prestige Fillies' Stakes (Group 3) (Class A)","8","","","0.00","128","11","0","0","0","0.00","0.00","0.00","2","0","2","100.00","0.00","0.00","7.33","54.00","D","4","5400.00","132","7f 50y","1590","5.90","5.00","PL","17.00","1","2","9.2","D","9","54","Fil-Gp3","Right - Sharp / Undulating","2yo","20/1","20.00","2","2","","8","10","245","555","310","76","85","75","74","55","","ch","f","Elas Ruby","Bayside Boy","","0","1.47","2","2","100.00","100.00","100.00","100.00","2","2","50.00","50.00","35.05","13.00","-62.91","1000.00","YES","2753.07","Female","33.91","45.45","50.44","44.23","0.00","0.00","25.00","","","1","0"
"30/08/2026","13:50","Cork","Williamsburg","4.50","-4.86","4.33","5.11","4.50","0.00","NO","4/1 (2F)","14.29","3","9","Luke McAteer","David Marnane","59","39","14","0","59","58","58","E","58","57","58","10","18","28","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","3","","","0.00","133","74","0","0","0","0.00","0.00","0.00","0","0","2","0.00","0.00","0.00","-2.00","0.00","E","5","15000.00","132","6f","1320","13.00","8.50","HH","0.00","13","2","9.7","","4","52","Mdn-Auc","Right - Easy","2yo","16/1","16.00","2","2","","15","15","314","524","210","61","61","68","20","14","","b","g","Disposition","Without Parole","","0","0.73","0","2","63.90","44.24","50.00","50.00","2","2","0.00","0.00","5.63","5.20","-7.64","1000.00","YES","17661.99","Male","56.25","59.41","56.33","52.20","0.00","0.00","4.00","","","",""
"30/08/2026","13:50","Cork","Ippy","12.00","9.09","13.00","50.00","19.00","63.64","NO","11/1","0.00","15","10","Nathan Crosse","John O'Donoghue","55","30","59","0","55","55","55","E","55","","55","13","3","16","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","15","","","0.00","122","5","0","0","0","0.00","0.00","0.00","0","0","1","0.00","0.00","0.00","-1.00","0.00","E","5","15000.00","129","7f 211y","1751","102.74","51.00","H","0.00","11","2","8.10","","14","38","Mdn-Auc","Right - Easy","2yo","12/1","12.00","2","2","","15","15","266","482","216","64","40","46","66","59","","b","f","Bittern","Kodi Bear","","0","1.24","0","1","50.00","25.00","0.00","0.00","1","1","0.00","0.00","15.00","12.50","-16.67","1000.00","YES","6566.67","Female","53.33","53.33","62.67","62.06","0.00","0.00","11.00","","","",""
"30/08/2026","13:50","Cork","Dang Thai Son","9.50","17.65","11.00","-10.00","10.00","5.88","NO","22/1","158.82","12","7","Gavin Ryan","Donnacha O'Brien","","50","","0","","","","","","","","0","12","12","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","12","","","0.00","133","","0","0","0","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","0.00","0.00","","","0.00","","","0","0.00","0.00","","0.00","2","2","9.7","","1","42","Mdn-Auc","Right - Easy","2yo","","0.00","2","2","","15","15","235","559","324","91","63","70","100","","","b","c","Queen Rabab","Camelot","","0","1.10","0","0","0.00","0.00","0.00","0.00","","","0.00","0.00","43.20","60.00","38.89","1000.00","YES","2214.81","Male","42.86","44.84","44.38","53.92","0.00","0.00","22.00","","","",""
"30/08/2026","13:50","Cork","Mirren","7.50","-15.38","6.50","-27.27","5.00","-38.46","NO","3/1 (F)","-53.85","7","4","Robbie Colgan","David Marnane","57","100","18","0","58","57","57","E","57","57","57","27","25","52","2","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","7","","","0.00","131","52","0","0","0","0.00","0.00","0.00","0","1","2","0.00","50.00","0.00","-2.00","0.00","E","5","15000.00","128","7f","1540","4.40","4.00","HP","14.00","7","2","9.5","","7","50","Mdn-Auc","Right - Easy","2yo","11/2","5.50","2","2","","15","15","353","539","186","61","34","55","36","18","","b","g","Dame Helen","Without Parole","","0","0.73","0","2","78.48","63.80","0.00","0.00","2","2","0.00","0.00","4.27","4.50","5.39","1000.00","YES","23319.20","Male","56.25","59.41","56.33","52.20","0.00","0.00","3.00","","","",""
"30/08/2026","13:50","Cork","Eighteenth Smiles","7.00","8.33","7.50","15.38","8.50","25.00","NO","14/1","133.33","1","3","Declan McDonogh","Joseph Patrick O'Brien","58","106","12","78","58","53","52","E","53","55","52","24","27","51","4","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","1","","","0.00","133","555033","0","0","0","0.00","0.00","0.00","0","1","6","0.00","16.67","0.00","-6.00","0.00","E","5","10800.00","133","7f 111y","1651","12.36","9.50","PHPHPP","29.00","3","2","9.7","","2","53","Mdn-Auc","Right - Easy","2yo","6/1","6.00","2","2","","15","15","346","531","185","97","73","69","-54","12","","b","c","Banned","State Of Rest","p","0","0.91","0","6","61.12","39.84","16.67","0.00","0","1","0.00","0.00","23.00","1.02","-95.57","36.00","YES","56.52","Male","47.67","58.96","54.91","60.83","0.00","0.00","14.00","","","",""
"30/08/2026","13:40","Beverley","Mudita","23.00","0.00","23.00","-50.00","12.00","-50.00","YES","14/1","-36.36","6","8","Ethan Tindall","Richard Fahey","59","36","8","71","66","58","61","D","59","64","55","12","8","20","4","30/08/2026 13:40","1m 1f 207y","Turf","C","3","2187","5","15702.00","William Hill Silver Cup Handicap (Class C)","6","","","0.00","111","3153304","0","0","0","0.00","0.00","0.00","1","1","7","14.29","14.29","0.00","-0.50","52.34","E","5","4187.00","133","1m 2f 1y","2201","5.30","4.33","HHHLPPH","17.00","9","3","7.13","D","13","62","Hcap","Right - Stiff","3yo+,90","25/1","25.00","3","","90","10","13","173","411","238","72","62","68","36","8","","b","f","Monaleen","Galileo Gold","","0","1.17","1","7","56.07","37.61","28.57","28.57","3","-1","0.00","0.00","21.00","29.00","38.10","1000.00","YES","4661.90","Female","57.11","50.93","49.78","48.11","0.00","0.00","14.00","","","",""
"30/08/2026","13:50","Cork","Miss Cornelia","15.00","0.00","15.00","57.14","23.00","57.14","NO","25/1","78.57","11","13","Gary Carroll","Joseph G Murphy","54","16","28","0","54","50","50","E","50","46","50","9","3","12","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","11","","","0.00","128","67","0","0","0","0.00","0.00","0.00","0","0","2","0.00","0.00","0.00","-2.00","0.00","E","5","15000.00","128","7f","1540","12.27","8.50","HH","0.00","6","2","9.2","","11","44","Mdn-Auc","Right - Easy","2yo","18/1","18.00","2","2","","15","15","267","487","220","52","65","67","36","28","","b","f","Caesara","Nathaniel","","0","1.46","0","2","38.89","15.43","0.00","0.00","0","0","0.00","0.00","28.89","11.00","-61.92","1000.00","YES","3361.41","Female","52.19","41.51","46.17","52.59","0.00","0.00","25.00","","","",""
"30/08/2026","13:50","Cork","Peckedbytheparrott","67.00","-50.00","34.00","21.21","41.00","-39.39","NO","80/1","21.21","13","15","Chris Hayes","William Durkan","42","6","61","0","43","42","42","D","42","42","42","6","3","9","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","13","","","0.00","131","50","0","0","0","0.00","0.00","0.00","0","0","2","0.00","0.00","0.00","-2.00","0.00","E","5","15000.00","133","7f 94y","1634","72.17","41.00","HH","0.00","5","2","9.5","","8","39","Mdn-Auc","Right - Easy","2yo","28/1","28.00","2","2","","15","15","233","475","242","42","69","63","68","61","","b","c","Elbegei","Elzaam","b1","0","1.46","0","2","13.57","2.26","50.00","0.00","0","0","0.00","0.00","251.13","220.00","-12.40","1000.00","YES","298.20","Male","18.75","35.30","46.02","49.98","0.00","0.00","80.00","","","",""
"30/08/2026","13:50","Cork","Roy Bean","8.50","0.00","8.50","-6.67","8.00","-6.67","NO","13/2","-13.33","2","5","Colin Keane","Noel Meade","42","75","29","0","42","42","42","D","42","","42","15","3","18","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","2","","","0.00","131","4","0","0","0","0.00","0.00","0.00","0","0","1","0.00","0.00","0.00","-1.00","0.00","D","4","13200.00","133","1m 73y","1833","17.00","13.00","H","0.00","14","2","9.5","","9","53","Mdn-Auc","Right - Easy","2yo","10/1","10.00","2","2","","15","15","267","560","293","61","98","68","66","29","","ch","c","Zamira","Naval Crown","","0","0.88","0","1","0.00","0.00","0.00","0.00","1","1","0.00","0.00","9.35","5.00","-46.52","55.00","YES","488.24","Male","71.46","62.55","49.57","52.85","0.00","0.00","6.50","","","",""
"30/08/2026","13:50","Cork","Jisir","101.00","0.00","101.00","25.00","126.00","25.00","NO","200/1","100.00","10","11","Seamie Heffernan","Denis Gerard Hogan","52","28","7","0","52","46","46","E","46","41","46","8","3","11","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","10","","","0.00","131","00","0","0","0","0.00","0.00","0.00","0","0","2","0.00","0.00","0.00","-2.00","0.00","E","5","15000.00","129","5f 205y","1305","1000.00","501.00","HH","0.00","1","2","9.5","","6","44","Mdn-Auc","Right - Easy","2yo","20/1","20.00","2","2","","15","15","278","518","240","51","64","57","68","7","","ch","c","Ana Shababiya","Tasleet","","0","1.46","0","2","28.57","8.67","0.00","0.00","2","2","0.00","0.00","820.00","150.00","-81.71","1000.00","YES","21.95","Male","37.24","40.12","46.26","46.22","0.00","0.00","200.00","","","",""
"30/08/2026","13:50","Cork","Feel The Sting","67.00","-24.24","51.00","0.00","51.00","-24.24","NO","50/1","-24.24","4","11","Ben Coen","Andrew Oliver","42","28","18","0","42","42","42","E","42","","42","14","3","17","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","4","","","0.00","125","0","0","0","0","0.00","0.00","0.00","0","0","1","0.00","0.00","0.00","-1.00","0.00","E","5","15000.00","130","7f","1540","45.80","34.00","H","0.00","15","2","8.13","","13","52","Mdn-Auc","Right - Easy","2yo","11/1","11.00","2","2","","15","15","269","538","269","65","64","52","88","18","","b","c","Camogie","Saxon Warrior","","0","1.61","0","1","40.00","16.00","0.00","0.00","-1","-1","0.00","0.00","116.47","9.40","-91.93","1000.00","YES","758.59","Male","45.10","51.23","48.32","45.28","0.00","0.00","50.00","","","",""
"30/08/2026","13:50","Cork","Ryano Bhino","26.00","12.00","29.00","42.86","41.00","60.00","NO","33/1","32.00","8","1","W J Lee","Henry De Bromhead","46","128","24","0","46","46","46","D","46","","46","19","12","31","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","8","","","0.00","133","7","0","0","0","0.00","0.00","0.00","0","0","1","0.00","0.00","0.00","-1.00","0.00","D","4","13200.00","131","1m","1760","230.00","81.00","H","0.00","8","2","9.7","","3","49","Mdn-Auc","Right - Easy","2yo","8/1","8.00","2","2","","15","15","306","554","248","80","90","72","6","24","","b","g","Thanks Be","Churchill","","0","0.73","0","1","14.29","2.04","0.00","0.00","1","1","0.00","0.00","55.00","20.00","-63.64","1000.00","YES","1718.18","Male","46.28","60.48","60.22","63.49","0.00","0.00","33.00","","","",""
"30/08/2026","13:50","Cork","Togetherwearefree","12.00","-18.18","10.00","11.11","11.00","-9.09","NO","11/1","0.00","14","2","J M Sheridan","Joseph Patrick O'Brien","","113","","0","","","","","","","","0","3","3","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","14","","","0.00","128","","0","0","0","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","0.00","0.00","","","0.00","","","0","0.00","0.00","","0.00","4","2","9.2","","12","39","Mdn-Auc","Right - Easy","2yo","","0.00","2","2","","15","15","223","572","349","97","58","94","100","","","b","f","Zofar Zogood","State Of Rest","","0","1.65","0","0","0.00","0.00","0.00","0.00","","","0.00","0.00","16.50","1000.00","5960.61","1000.00","YES","5960.61","Female","47.67","58.96","54.91","60.83","0.00","0.00","11.00","","","",""
"30/08/2026","13:50","Cork","Golden Omen","17.00","0.00","17.00","25.00","21.00","25.00","NO","14/1","-12.50","9","14","Adam Caffrey","Noel Meade","","8","","0","","","","","","","","0","3","3","0","30/08/2026 13:50","1m","Turf","E","5","1760","0","15000.00","Irish EBF Auction Series Maiden (Class E)","9","","","0.00","131","","0","0","0","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","0.00","0.00","","","0.00","","","0","0.00","0.00","","0.00","12","2","9.5","","5","46","Mdn-Auc","Right - Easy","2yo","","0.00","2","2","","15","15","223","505","282","61","62","59","100","","","ch","c","For Joy","Bayside Boy","","0","0.30","0","0","0.00","0.00","0.00","0.00","","","0.00","0.00","21.00","36.00","71.43","1000.00","YES","4661.90","Male","71.46","62.55","49.57","52.85","0.00","0.00","14.00","","","",""
